day,time,course_code,room_code
Thursday,4 11:45 - 12:35,CSE2253,NT02
Thursday,7 2:30 - 3:25,CIT2400,NT02
Thursday,8 3:25 - 4:15,CSE2257,NT02
Friday,1 8:50 - 9:45,CSE2258,NT03
Friday,2 9:45 - 10:40,CSE2257,NT03
Friday,3 10:50 - 11:45,CSE2254,LFL02
Friday,6 1:25 - 2:20,CSE2253,NT01
Friday,7 2:30 - 3:25,CSE2251,NT03
Friday,8 3:25 - 4:15,MAT2501,NT03
Monday,1 8:50 - 9:45,CSE2251,NT04
Monday,2 9:45 - 10:40,MAT2501,NT04
Monday,3 10:50 - 11:45,APT4002,NT04
Monday,7 2:30 - 3:25,CSE2258,NT04
Tuesday,1 8:50 - 9:45,CSE2257,NT04
Tuesday,2 9:45 - 10:40,CSE2253,NT04
Tuesday,3 10:50 - 11:45,CSE2258,NT04
Tuesday,4 11:45 - 12:35,CSE1500,NT04
Tuesday,6 1:25 - 2:20,CSE2251,NT04
Tuesday,7 2:30 - 3:25,MAT2501,NT04
Wednesday,3 10:50 - 11:45,CSE2259,LTL04
Wednesday,6 1:25 - 2:20,CSE2257,NT04
Thursday,1 8:50 - 9:45,CSE1500,NT04
Thursday,2 9:45 - 10:40,CSE2253,NT04
Thursday,3 10:50 - 11:45,CSE2254,LTL01
Thursday,6 1:25 - 2:20,MAT2501,NT04
Thursday,7 2:30 - 3:25,CSE2251,NT04
Friday,1 8:50 - 9:45,CSE2252,LTL03
Friday,3 10:50 - 11:45,CSE2258,NT04
Friday,4 11:45 - 12:35,MAT2501,NT04
Friday,6 1:25 - 2:20,CSE2257,NT04
Friday,7 2:30 - 3:25,CSE2253,NT04
Monday,1 8:50 - 9:45,CSE2259,LTL04
Monday,3 10:50 - 11:45,APT4002,NT05
Monday,6 1:25 - 2:20,CSE2251,NT05
Monday,7 2:30 - 3:25,MAT2501,NT05
Tuesday,1 8:50 - 9:45,CSE2252,LTL03
Tuesday,3 10:50 - 11:45,CSE2251,NT05
Tuesday,4 11:45 - 12:35,MAT2501,NT05
Tuesday,7 2:30 - 3:25,CSE2257,NT05
Wednesday,1 8:50 - 9:45,CSE2253,NT05
Wednesday,2 9:45 - 10:40,CSE1500,NT05
Wednesday,3 10:50 - 11:45,CSE2254,LTL01
Wednesday,6 1:25 - 2:20,CSE2258,NT05
Thursday,1 8:50 - 9:45,CSE2251,NT05
Thursday,2 9:45 - 10:40,CSE1500,NT05
Thursday,3 10:50 - 11:45,CSE2258,NT05
Thursday,4 11:45 - 12:35,CSE2257,NT05
Thursday,6 1:25 - 2:20,MAT2501,NT05
Thursday,7 2:30 - 3:25,CSE2253,NT05
Friday,1 8:50 - 9:45,CSE2257,NT05
Friday,2 9:45 - 10:40,CSE2253,NT05
Friday,6 1:25 - 2:20,MAT2501,NT05
Friday,7 2:30 - 3:25,CSE2258,NT05
Monday,1 8:50 - 9:45,CSE2253,NT06
Monday,2 9:45 - 10:40,MAT2501,NT06
Monday,3 10:50 - 11:45,CSE2252,LTL03
Monday,6 1:25 - 2:20,CSE2258,NT06
Monday,7 2:30 - 3:25,CSE1500,NT06
Tuesday,1 8:50 - 9:45,CSE2251,NT06
Tuesday,2 9:45 - 10:40,CSE2258,NT06
Tuesday,6 1:25 - 2:20,CSE2257,NT06
Tuesday,7 2:30 - 3:25,CSE2253,NT06
Wednesday,1 8:50 - 9:45,MAT2501,NT06
Wednesday,2 9:45 - 10:40,CSE2258,NT06
Wednesday,3 10:50 - 11:45,CSE2251,NT06
Wednesday,4 11:45 - 12:35,CSE2257,NT06
Thursday,1 8:50 - 9:45,CSE2254,LTL01
Thursday,3 10:50 - 11:45,CSE2259,LTL04
Thursday,6 1:25 - 2:20,MAT2501,NT06
Thursday,7 2:30 - 3:25,CSE2257,NT06
Friday,1 8:50 - 9:45,MAT2501,NT06
Friday,2 9:45 - 10:40,CSE2253,NT06
Friday,3 10:50 - 11:45,APT4002,NT06
Friday,6 1:25 - 2:20,CSE1500,NT06
Friday,7 2:30 - 3:25,CSE2251,NT06
Monday,1 8:50 - 9:45,CSE2251,NT05
Monday,2 9:45 - 10:40,CSE2258,NT05
Monday,3 10:50 - 11:45,FIN1002,NT06
Monday,4 11:45 - 12:35,CSE2253,NT06
Monday,6 1:25 - 2:20,MAT2501,NT04
Monday,7 2:30 - 3:25,CSE2252,DSL05
Tuesday,1 8:50 - 9:45,CSE2251,NT05
Tuesday,2 9:45 - 10:40,CSE2257,NT05
Tuesday,3 10:50 - 11:45,FIN1002,NT06
Tuesday,4 11:45 - 12:35,CSE1500,NT06
Tuesday,6 1:25 - 2:20,CSE2258,NT05
Tuesday,7 2:30 - 3:25,CSE2254,LFL03
Wednesday,1 8:50 - 9:45,FIN1002,NT04
Wednesday,2 9:45 - 10:40,CSE2253,NT04
Wednesday,3 10:50 - 11:45,APT4002,NT05
Wednesday,6 1:25 - 2:20,MAT2501,NT06
Thursday,1 8:50 - 9:45,CSE2253,NT06
Thursday,2 9:45 - 10:40,CSE2257,NT06
Thursday,3 10:50 - 11:45,CSE1500,NT04
Thursday,4 11:45 - 12:35,MAT2501,NT06
Friday,1 8:50 - 9:45,CSE2251,NT04
Friday,2 9:45 - 10:40,CSE2258,NT04
Friday,3 10:50 - 11:45,CSE2257,NT05
Friday,4 11:45 - 12:35,MAT2501,NT05
Tuesday,3 10:50 - 11:45,CSE2259,LFL05
Thursday,3 10:50 - 11:45,CSE2254,LFL02
Friday,3 10:50 - 11:45,CSE2252,DSL04
Monday,7 2:30 - 3:25,CSE2252,DSL03
Tuesday,7 2:30 - 3:25,CSE2254,LFL01
Friday,7 2:30 - 3:25,CSE2259,LGL05
Monday,3 10:50 - 11:45,CSE2254,LFL02
Thursday,1 8:50 - 9:45,CSE2252,DSL04
Monday,5 12:35 - 1:25,CSE2254,LFL03
Thursday,7 2:30 - 3:25,CSE2259,LFL05
Friday,5 12:35 - 1:25,CSE2252,DSL03
Wednesday,5 12:35 - 1:25,CSE2252,DSL05
Friday,7 2:30 - 3:25,CSE2254,LFL01
Monday,5 12:35 - 1:25,CSE2254,LFL01
Tuesday,1 8:50 - 9:45,CSE2252,DSL03
Friday,5 12:35 - 1:25,CSE2259,LFL04
Tuesday,5 12:35 - 1:25,CSE2252,DSL03
Friday,1 8:50 - 9:45,CSE2254,LFL01
Monday,1 8:50 - 9:45,CSE2252,DFL05
Tuesday,5 12:35 - 1:25,CSE2254,LFL01
Monday,1 8:50 - 9:45,MAT2501,PF01
Monday,2 9:45 - 10:40,CSE2257,PF01
Monday,3 10:50 - 11:45,FIN1002,PF01
Monday,5 12:35 - 1:25,CSE2252,DFL05
Monday,7 2:30 - 3:25,CSE2253,PF01
Monday,8 3:25 - 4:15,CSE1500,PF01
Tuesday,1 8:50 - 9:45,CSE2254,LFL03
Tuesday,3 10:50 - 11:45,CSE2258,PF01
Tuesday,5 12:35 - 1:25,APT4002,PF01
Tuesday,7 2:30 - 3:25,MAT2501,PF01
Tuesday,8 3:25 - 4:15,CSE2251,PF01
Wednesday,1 8:50 - 9:45,CSE2251,PF01
Wednesday,2 9:45 - 10:40,CSE2253,PF01
Wednesday,3 10:50 - 11:45,CSE2258,PF01
Wednesday,5 12:35 - 1:25,FIN1002,PF01
Wednesday,6 1:25 - 2:20,CSE2257,PF01
Thursday,3 10:50 - 11:45,CSE2257,PF01
Thursday,5 12:35 - 1:25,FIN1002,PF01
Thursday,6 1:25 - 2:20,CSE2251,PF01
Thursday,7 2:30 - 3:25,CSE1500,PF01
Thursday,8 3:25 - 4:15,MAT2501,PF01
Friday,2 9:45 - 10:40,CSE2258,PF01
Friday,7 2:30 - 3:25,CSE2253,PF01
Friday,8 3:25 - 4:15,MAT2501,PF01
Monday,1 8:50 - 9:45,CSE2251,PF02
Monday,2 9:45 - 10:40,MAT2501,PF02
Monday,5 12:35 - 1:25,FIN1002,PF02
Monday,6 1:25 - 2:20,CSE2257,PF02
Monday,7 2:30 - 3:25,CSE2259,LGL02
Tuesday,1 8:50 - 9:45,APT4002,PF02
Tuesday,3 10:50 - 11:45,CSE1500,PF02
Tuesday,5 12:35 - 1:25,CSE2253,PF02
Tuesday,6 1:25 - 2:20,MAT2501,PF02
Tuesday,7 2:30 - 3:25,CSE2254,LFL02
Wednesday,3 10:50 - 11:45,CSE2257,PF02
Wednesday,5 12:35 - 1:25,CSE2258,PF02
Wednesday,6 1:25 - 2:20,CSE2253,PF02
Thursday,1 8:50 - 9:45,MAT2501,PF02
Thursday,2 9:45 - 10:40,CSE2251,PF02
Thursday,5 12:35 - 1:25,CSE2252,DFL05
Thursday,7 2:30 - 3:25,FIN1002,PF02
Thursday,8 3:25 - 4:15,CSE2258,PF02
Friday,1 8:50 - 9:45,CSE2258,PF02
Friday,2 9:45 - 10:40,CSE2257,PF02
Friday,3 10:50 - 11:45,CSE2253,PF02
Friday,5 12:35 - 1:25,CSE2251,PF02
Friday,6 1:25 - 2:20,MAT2501,PF02
Friday,7 2:30 - 3:25,FIN1002,PF02
Friday,8 3:25 - 4:15,CSE1500,PF02
Monday,1 8:50 - 9:45,MAT2501,PF03
Monday,2 9:45 - 10:40,CSE2258,PF03
Monday,3 10:50 - 11:45,CSE2257,PF03
Monday,5 12:35 - 1:25,CSE2253,PF03
Monday,6 1:25 - 2:20,FIN1002,PF03
Monday,7 2:30 - 3:25,APT4002,PF03
Tuesday,1 8:50 - 9:45,CSE1500,PF03
Tuesday,2 9:45 - 10:40,CSE2258,PF03
Tuesday,5 12:35 - 1:25,CSE2259,LFL05
Tuesday,7 2:30 - 3:25,CSE2251,PF03
Tuesday,8 3:25 - 4:15,MAT2501,PF03
Wednesday,1 8:50 - 9:45,CSE2258,PF03
Wednesday,2 9:45 - 10:40,MAT2501,PF03
Wednesday,5 12:35 - 1:25,CSE2257,PF03
Wednesday,6 1:25 - 2:20,FIN1002,PF03
Thursday,1 8:50 - 9:45,CSE2254,LFL02
Thursday,3 10:50 - 11:45,CSE2251,PF03
Thursday,5 12:35 - 1:25,CSE1500,PF03
Thursday,6 1:25 - 2:20,CSE2253,PF03
Thursday,7 2:30 - 3:25,CSE2252,DSL04
Friday,1 8:50 - 9:45,MAT2501,PF03
Friday,2 9:45 - 10:40,CSE2251,PF03
Friday,3 10:50 - 11:45,CSE2257,PF03
Friday,5 12:35 - 1:25,CSE2253,PF03
Friday,6 1:25 - 2:20,FIN1002,PF03
Monday,1 8:50 - 9:45,CSE2254,LFL01
Monday,3 10:50 - 11:45,CSE2257,PF02
Monday,5 12:35 - 1:25,CSE2251,PF01
Monday,6 1:25 - 2:20,MAT2501,PF01
Monday,7 2:30 - 3:25,FIN1002,PF02
Monday,8 3:25 - 4:15,CSE2258,PF02
Tuesday,1 8:50 - 9:45,CSE1500,PF01
Tuesday,2 9:45 - 10:40,CSE2257,PF01
Tuesday,3 10:50 - 11:45,FIN1002,PF03
Tuesday,5 12:35 - 1:25,CSE2253,PF03
Tuesday,6 1:25 - 2:20,MAT2501,PF03
Tuesday,7 2:30 - 3:25,CSE2259,LFL05
Wednesday,1 8:50 - 9:45,MAT2501,PF02
Wednesday,2 9:45 - 10:40,CSE2253,PF02
Wednesday,3 10:50 - 11:45,CSE2257,PF03
Thursday,1 8:50 - 9:45,CSE2251,PF01
Thursday,2 9:45 - 10:40,CSE2258,PF01
Thursday,5 12:35 - 1:25,CSE2252,DFL04
Thursday,7 2:30 - 3:25,APT4002,PF03
Friday,1 8:50 - 9:45,FIN1002,PF01
Friday,3 10:50 - 11:45,CSE2253,PF01
Friday,5 12:35 - 1:25,CSE2251,PF01
Friday,6 1:25 - 2:20,CSE2258,PF01
Friday,7 2:30 - 3:25,CSE1500,PF03
Friday,8 3:25 - 4:15,MAT2501,PF03
Monday,1 8:50 - 9:45,CSE2251,PS01
Monday,2 9:45 - 10:40,FIN1002,PS01
Monday,5 12:35 - 1:25,CSE2257,PS01
Monday,6 1:25 - 2:20,CSE2253,PS01
Monday,7 2:30 - 3:25,MAT2501,PS01
Monday,8 3:25 - 4:15,CSE2258,PS01
Tuesday,1 8:50 - 9:45,CSE2257,PS01
Tuesday,2 9:45 - 10:40,MAT2501,PS01
Tuesday,3 10:50 - 11:45,CSE2258,PS01
Wednesday,1 8:50 - 9:45,CSE2257,PS01
Wednesday,2 9:45 - 10:40,CSE2251,PS01
Wednesday,5 12:35 - 1:25,FIN1002,PS01
Wednesday,6 1:25 - 2:20,MAT2501,PS01
Thursday,1 8:50 - 9:45,CSE2258,PS01
Thursday,2 9:45 - 10:40,CSE1500,PS01
Thursday,3 10:50 - 11:45,CSE2251,PS01
Thursday,5 12:35 - 1:25,CSE2254,LFL01
Thursday,7 2:30 - 3:25,FIN1002,PS01
Thursday,8 3:25 - 4:15,CSE2253,PS01
Friday,1 8:50 - 9:45,CSE2253,PS01
Friday,2 9:45 - 10:40,MAT2501,PS01
Friday,3 10:50 - 11:45,CSE1500,PS01
Friday,5 12:35 - 1:25,APT4002,PS01
Friday,7 2:30 - 3:25,CSE2252,DFL05
Monday,1 8:50 - 9:45,CSE2257,PS02
Monday,2 9:45 - 10:40,CSE2253,PS02
Monday,3 10:50 - 11:45,MAT2501,PS02
Monday,5 12:35 - 1:25,CSE2252,DSL04
Monday,7 2:30 - 3:25,CSE2251,PS02
Monday,8 3:25 - 4:15,FIN1002,PS02
Tuesday,1 8:50 - 9:45,CSE2258,PS02
Tuesday,3 10:50 - 11:45,CSE2257,PS02
Tuesday,7 2:30 - 3:25,APT4002,PS02
Wednesday,1 8:50 - 9:45,CSE2254,LFL02
Wednesday,3 10:50 - 11:45,MAT2501,PS02
Wednesday,5 12:35 - 1:25,CSE2251,PS02
Wednesday,6 1:25 - 2:20,CSE2253,PS02
Thursday,1 8:50 - 9:45,CSE2251,PS02
Thursday,2 9:45 - 10:40,MAT2501,PS02
Thursday,3 10:50 - 11:45,CSE2258,PS02
Thursday,5 12:35 - 1:25,CSE1500,PS02
Thursday,6 1:25 - 2:20,FIN1002,PS02
Thursday,7 2:30 - 3:25,CSE2259,LGL02
Friday,1 8:50 - 9:45,CSE1500,PS02
Friday,3 10:50 - 11:45,CSE2253,PS02
Friday,5 12:35 - 1:25,FIN1002,PS02
Friday,6 1:25 - 2:20,MAT2501,PS02
Friday,7 2:30 - 3:25,CSE2257,PS02
Friday,8 3:25 - 4:15,CSE2258,PS02
Monday,3 10:50 - 11:45,CSE2257,PS03
Monday,5 12:35 - 1:25,CSE2251,PS03
Monday,6 1:25 - 2:20,CSE2258,PS03
Monday,7 2:30 - 3:25,MAT2501,PS03
Monday,8 3:25 - 4:15,CSE2253,PS03
Tuesday,1 8:50 - 9:45,CSE2257,PS03
Tuesday,3 10:50 - 11:45,FIN1002,PS03
Tuesday,5 12:35 - 1:25,CSE2251,PS03
Tuesday,6 1:25 - 2:20,CSE2253,PS03
Tuesday,7 2:30 - 3:25,CSE2252,DSL04
Wednesday,1 8:50 - 9:45,CSE2258,PS03
Wednesday,2 9:45 - 10:40,MAT2501,PS03
Wednesday,3 10:50 - 11:45,CSE1500,PS03
Wednesday,5 12:35 - 1:25,APT4002,PS03
Thursday,1 8:50 - 9:45,CSE2254,LFL01
Thursday,3 10:50 - 11:45,MAT2501,PS03
Thursday,5 12:35 - 1:25,CSE2253,PS03
Thursday,6 1:25 - 2:20,CSE2251,PS03
Thursday,7 2:30 - 3:25,FIN1002,PS03
Thursday,8 3:25 - 4:15,CSE2257,PS03
Friday,1 8:50 - 9:45,CSE2259,LGL03
Friday,5 12:35 - 1:25,CSE1500,PS03
Friday,6 1:25 - 2:20,CSE2258,PS03
Friday,7 2:30 - 3:25,FIN1002,PS03
Friday,8 3:25 - 4:15,MAT2501,PS03
Monday,1 8:50 - 9:45,CSE2257,PS03
Monday,2 9:45 - 10:40,CSE2258,PS03
Monday,3 10:50 - 11:45,FIN1002,PS01
Monday,5 12:35 - 1:25,CSE2251,PS02
Monday,6 1:25 - 2:20,MAT2501,PS02
Monday,7 2:30 - 3:25,CSE2252,DFL05
Tuesday,5 12:35 - 1:25,CSE2258,PS02
Tuesday,6 1:25 - 2:20,MAT2501,PS01
Tuesday,7 2:30 - 3:25,APT4002,PS01
Wednesday,1 8:50 - 9:45,CSE2251,PS02
Wednesday,2 9:45 - 10:40,FIN1002,PS02
Wednesday,3 10:50 - 11:45,CSE2253,PS01
Thursday,1 8:50 - 9:45,MAT2501,PS03
Thursday,2 9:45 - 10:40,FIN1002,PS03
Thursday,5 12:35 - 1:25,CSE2257,PS01
Thursday,6 1:25 - 2:20,CSE1500,PS01
Thursday,7 2:30 - 3:25,CSE2253,PS02
Thursday,8 3:25 - 4:15,CSE2258,PS02
Friday,1 8:50 - 9:45,CSE1500,PS03
Friday,2 9:45 - 10:40,CSE2251,PS02
Friday,3 10:50 - 11:45,CSE2253,PS03
Friday,5 12:35 - 1:25,CSE2254,LFL03
Friday,7 2:30 - 3:25,CSE2257,PS01
Friday,8 3:25 - 4:15,MAT2501,PS01
Monday,1 8:50 - 9:45,CSE2257,PT01
Monday,2 9:45 - 10:40,FIN1002,PT01
Monday,5 12:35 - 1:25,CSE2258,PT01
Monday,6 1:25 - 2:20,CSE1500,PT01
Monday,7 2:30 - 3:25,MAT2501,PT01
Monday,8 3:25 - 4:15,CSE2253,PT01
Tuesday,1 8:50 - 9:45,CSE2253,PT01
Tuesday,2 9:45 - 10:40,FIN1002,PT01
Tuesday,5 12:35 - 1:25,CSE2254,LFL03
Tuesday,7 2:30 - 3:25,CSE2258,PT01
Tuesday,8 3:25 - 4:15,MAT2501,PT01
Wednesday,3 10:50 - 11:45,CSE2251,PT01
Wednesday,5 12:35 - 1:25,CSE2252,DFL05
Thursday,1 8:50 - 9:45,CSE2257,PT01
Thursday,2 9:45 - 10:40,FIN1002,PT01
Thursday,3 10:50 - 11:45,MAT2501,PT01
Thursday,5 12:35 - 1:25,CSE2253,PT01
Thursday,6 1:25 - 2:20,CSE2251,PT01
Thursday,7 2:30 - 3:25,APT4002,PT01
Friday,1 8:50 - 9:45,CSE2257,PT01
Friday,2 9:45 - 10:40,CSE2258,PT01
Friday,3 10:50 - 11:45,CSE2251,PT01
Friday,5 12:35 - 1:25,CSE1500,PT01
Friday,6 1:25 - 2:20,MAT2501,PT01
Friday,7 2:30 - 3:25,CSE2259,LGL02
Monday,1 8:50 - 9:45,CSE1500,PT02
Monday,2 9:45 - 10:40,CSE2258,PT02
Monday,3 10:50 - 11:45,CSE2257,PT02
Monday,5 12:35 - 1:25,CSE2251,PT02
Monday,6 1:25 - 2:20,FIN1002,PT02
Monday,7 2:30 - 3:25,CSE2253,PT02
Monday,8 3:25 - 4:15,MAT2501,PT02
Tuesday,1 8:50 - 9:45,CSE2253,PT02
Tuesday,2 9:45 - 10:40,CSE2251,PT02
Tuesday,3 10:50 - 11:45,CSE2258,PT02
Tuesday,5 12:35 - 1:25,FIN1002,PT02
Tuesday,6 1:25 - 2:20,MAT2501,PT02
Wednesday,1 8:50 - 9:45,CSE2258,PT02
Wednesday,2 9:45 - 10:40,CSE2257,PT02
Wednesday,3 10:50 - 11:45,CSE2251,PT02
Thursday,1 8:50 - 9:45,CSE2252,DSL05
Thursday,6 1:25 - 2:20,MAT2501,PT02
Thursday,7 2:30 - 3:25,FIN1002,PT02
Thursday,8 3:25 - 4:15,CSE1500,PT02
Friday,1 8:50 - 9:45,CSE2253,PT02
Friday,2 9:45 - 10:40,MAT2501,PT02
Friday,3 10:50 - 11:45,CSE2257,PT02
Friday,5 12:35 - 1:25,CSE2254,LFL02
Friday,7 2:30 - 3:25,APT4002,PT02
Monday,1 8:50 - 9:45,CSE2254,LFL02
Monday,3 10:50 - 11:45,CSE2251,PT03
Monday,5 12:35 - 1:25,APT4002,PT03
Tuesday,1 8:50 - 9:45,MAT2501,PT03
Tuesday,2 9:45 - 10:40,CSE2258,PT03
Tuesday,3 10:50 - 11:45,CSE2257,PT03
Tuesday,7 2:30 - 3:25,FIN1002,PT03
Tuesday,8 3:25 - 4:15,CSE2253,PT03
Wednesday,1 8:50 - 9:45,CSE2251,PT03
Wednesday,2 9:45 - 10:40,MAT2501,PT03
Wednesday,3 10:50 - 11:45,CSE2258,PT03
Wednesday,5 12:35 - 1:25,CSE1500,PT03
Wednesday,6 1:25 - 2:20,CSE2253,PT03
Thursday,1 8:50 - 9:45,FIN1002,PT03
Thursday,2 9:45 - 10:40,MAT2501,PT03
Thursday,3 10:50 - 11:45,CSE2257,PT03
Thursday,7 2:30 - 3:25,CSE2251,PT03
Thursday,8 3:25 - 4:15,CSE2253,PT03
Friday,1 8:50 - 9:45,CSE1500,PT03
Friday,5 12:35 - 1:25,FIN1002,PT03
Friday,6 1:25 - 2:20,MAT2501,PT03
Friday,7 2:30 - 3:25,CSE2257,PT03
Friday,8 3:25 - 4:15,CSE2258,PT03
Monday,1 8:50 - 9:45,CSE2258,PT03
Monday,2 9:45 - 10:40,FIN1002,PT03
Monday,3 10:50 - 11:45,CSE2251,PT01
Monday,5 12:35 - 1:25,CSE2252,DFL04
Monday,7 2:30 - 3:25,MAT2501,PT03
