day,time,course_code,room_code
Tuesday,6 1:25 - 2:20,CIT2500,NS07
Tuesday,7 2:30 - 3:25,CIT2502,NS07
Tuesday,8 3:25 - 4:15,CSE2258,NS07
Wednesday,2 9:45 - 10:40,CSE2258,NS07
Wednesday,3 10:50 - 11:45,APT4006,NS07
Wednesday,6 1:25 - 2:20,CIT2501,NS07
Thursday,1 8:50 - 9:45,CSE2264,NS07
Thursday,2 9:45 - 10:40,CIT2503,NS07
Thursday,6 1:25 - 2:20,CIT3400,NS07
Thursday,8 3:25 - 4:15,CSE2266,NS07
Friday,2 9:45 - 10:40,CSE2266,NS07
Friday,3 10:50 - 11:45,CSE2264,NS07
Friday,4 11:45 - 12:35,CIT3400,NS07
Friday,6 1:25 - 2:20,CSE2258,NS07
Friday,7 2:30 - 3:25,CIT2500,NS07
Friday,8 3:25 - 4:15,CIT2502,NS07
Tuesday,3 10:50 - 11:45,CSE2277,DSL02
Wednesday,3 10:50 - 11:45,CSE2501,DTL03
Thursday,7 2:30 - 3:25,CSE2259,DTL03
Tuesday,7 2:30 - 3:25,CSE2501,DTL03
Thursday,3 10:50 - 11:45,CSE2277,DSL02
Friday,3 10:50 - 11:45,CSE2259,LFL04
Monday,7 2:30 - 3:25,CSE2501,DTL01
Wednesday,3 10:50 - 11:45,CSE2277,DSL02
Thursday,7 2:30 - 3:25,CSE2259,LFL04
Wednesday,3 10:50 - 11:45,CSE2259,DTL02
Thursday,7 2:30 - 3:25,CSE2501,DTL01
Friday,7 2:30 - 3:25,CSE2277,DSL02
Tuesday,3 10:50 - 11:45,CSD1713,DTL02
Thursday,7 2:30 - 3:25,CSD1713,DTL02
Monday,3 10:50 - 11:45,CSD1713,DTL02
Monday,6 1:25 - 2:20,CSE3509,DE2
Monday,7 2:30 - 3:25,CSE2506,LSL02
Tuesday,3 10:50 - 11:45,CSE2270,DFL05
Tuesday,6 1:25 - 2:20,CSE3509,DE2
Thursday,3 10:50 - 11:45,CSE2506,LSL02
Monday,1 8:50 - 9:45,CSE2506,LSL02
Monday,3 10:50 - 11:45,CSE2270,DSL04
Thursday,1 8:50 - 9:45,CSE3509,DE2
Friday,3 10:50 - 11:45,CSE2506,LSL02
Friday,8 3:25 - 4:15,CSE3509,DE2
Monday,3 10:50 - 11:45,CSE2506,LSL03
Tuesday,7 2:30 - 3:25,CSE2270,DFL05
Friday,3 10:50 - 11:45,CSE2506,LSL03
Wednesday,3 10:50 - 11:45,CSE2506,LSL01
Thursday,3 10:50 - 11:45,CSE2506,LSL01
Tuesday,1 8:50 - 9:45,CSE2270,DSL04
Tuesday,7 2:30 - 3:25,CSE2506,LSL02
Wednesday,3 10:50 - 11:45,CSE2506,LSL02
Tuesday,3 10:50 - 11:45,CSE2506,LSL02
Thursday,1 8:50 - 9:45,CSE2270,DFL04
Friday,7 2:30 - 3:25,CSE2506,LSL02
Monday,1 8:50 - 9:45,CSE3509,RF01
Monday,2 9:45 - 10:40,CSE2264,RF01
Monday,3 10:50 - 11:45,CSE2506,LSL02
Monday,6 1:25 - 2:20,CSE2266,RF01
Monday,7 2:30 - 3:25,APT4006,RF01
Tuesday,1 8:50 - 9:45,CSE2506,LSL02
Tuesday,6 1:25 - 2:20,CSE2279,RF01
Tuesday,7 2:30 - 3:25,CSE2266,RF01
Tuesday,8 3:25 - 4:15,CSE3513,RF01
Wednesday,1 8:50 - 9:45,CSE2264,RF01
Wednesday,3 10:50 - 11:45,CSE2279,RF01
Wednesday,4 11:45 - 12:35,CSE2269,RF01
Wednesday,6 1:25 - 2:20,CSE3509,RF01
Thursday,1 8:50 - 9:45,CSE2279,RF01
Thursday,2 9:45 - 10:40,CSE2269,RF01
Thursday,6 1:25 - 2:20,CSE2505,RF01
Friday,1 8:50 - 9:45,CSE2505,RF01
Friday,2 9:45 - 10:40,CSE3513,RF01
Friday,3 10:50 - 11:45,CSE2270,DFL05
Friday,6 1:25 - 2:20,CSE2266,RF01
Friday,7 2:30 - 3:25,CSE2269,RF01
Friday,8 3:25 - 4:15,CSE2264,RF01
Monday,1 8:50 - 9:45,CSE2270,DSL05
Monday,3 10:50 - 11:45,CSE3509,RF02
Monday,7 2:30 - 3:25,CSE3513,RF02
Monday,8 3:25 - 4:15,CSE2269,RF02
Tuesday,3 10:50 - 11:45,CSE2279,RF02
Tuesday,7 2:30 - 3:25,CSE2505,RF02
Tuesday,8 3:25 - 4:15,CSE2266,RF02
Wednesday,1 8:50 - 9:45,CSE2505,RF02
Wednesday,2 9:45 - 10:40,CSE2269,RF02
Wednesday,3 10:50 - 11:45,CSE2266,RF02
Wednesday,5 12:35 - 1:25,CSE3513,RF02
Wednesday,6 1:25 - 2:20,CSE2264,RF02
Wednesday,7 2:30 - 3:25,CSE2506,LSL02
Thursday,1 8:50 - 9:45,CSE2506,LSL02
Thursday,5 12:35 - 1:25,CSE2264,RF02
Thursday,7 2:30 - 3:25,CSE2279,RF02
Thursday,8 3:25 - 4:15,CSE2269,RF02
Friday,1 8:50 - 9:45,CSE3509,RF02
Friday,3 10:50 - 11:45,CSE2264,RF02
Friday,5 12:35 - 1:25,CSE2266,RF02
Friday,6 1:25 - 2:20,CSE2279,RF02
Friday,7 2:30 - 3:25,APT4006,RF02
Monday,3 10:50 - 11:45,CSE2264,RF03
Monday,5 12:35 - 1:25,CSE3509,RF03
Monday,6 1:25 - 2:20,CSE2269,RF03
Monday,7 2:30 - 3:25,CSE2279,RF03
Monday,8 3:25 - 4:15,CSE3513,RF03
Tuesday,1 8:50 - 9:45,CSE2266,RF03
Tuesday,2 9:45 - 10:40,CSE2279,RF03
Tuesday,5 12:35 - 1:25,CSE2269,RF03
Tuesday,6 1:25 - 2:20,CSE2264,RF03
Wednesday,1 8:50 - 9:45,CSE2269,RF03
Wednesday,3 10:50 - 11:45,CSE2266,RF03
Wednesday,5 12:35 - 1:25,CSE2506,LSL02
Wednesday,7 2:30 - 3:25,CSE2279,RF03
Thursday,1 8:50 - 9:45,APT4006,RF03
Thursday,3 10:50 - 11:45,CSE2505,RF03
Thursday,5 12:35 - 1:25,CSE2506,LSL02
Thursday,7 2:30 - 3:25,CSE2264,RF03
Thursday,8 3:25 - 4:15,CSE3509,RF03
Friday,1 8:50 - 9:45,CSE2270,DFL05
Friday,3 10:50 - 11:45,CSE3513,RF03
Friday,7 2:30 - 3:25,CSE2266,RF03
Friday,8 3:25 - 4:15,CSE2505,RF03
Monday,1 8:50 - 9:45,CSE2269,RF02
Monday,2 9:45 - 10:40,CSE3515,RF02
Monday,3 10:50 - 11:45,CSE2264,RF01
Monday,5 12:35 - 1:25,CSE2506,LSL02
Tuesday,1 8:50 - 9:45,CSE2279,RF01
Tuesday,2 9:45 - 10:40,CSE2269,RF01
Tuesday,3 10:50 - 11:45,CSE3515,RF01
Tuesday,5 12:35 - 1:25,CSE3513,RF01
Tuesday,6 1:25 - 2:20,CSE2505,RF02
Tuesday,7 2:30 - 3:25,APT4006,RF03
Wednesday,2 9:45 - 10:40,CSE2279,RF03
Wednesday,7 2:30 - 3:25,CSE2266,RF01
Thursday,1 8:50 - 9:45,CSE2505,RF02
Thursday,2 9:45 - 10:40,CSE2264,RF02
Thursday,3 10:50 - 11:45,CSE2266,RF02
Thursday,5 12:35 - 1:25,CSE2269,RF03
Thursday,6 1:25 - 2:20,CSE2279,RF03
Thursday,7 2:30 - 3:25,CSE2506,LSL02
Friday,1 8:50 - 9:45,CSE2264,RF03
Friday,2 9:45 - 10:40,CSE3513,RF02
Friday,3 10:50 - 11:45,CSE2266,RF01
Friday,7 2:30 - 3:25,CSE2270,DSL03
Monday,1 8:50 - 9:45,CSE2506,LSL03
Monday,3 10:50 - 11:45,CSE2266,RS03
Monday,5 12:35 - 1:25,CSE3513,RS03
Monday,6 1:25 - 2:20,CSE2269,RS03
Monday,7 2:30 - 3:25,CSE2505,RS03
Monday,8 3:25 - 4:15,CSE2264,RS03
Tuesday,1 8:50 - 9:45,CSE2264,RS03
Tuesday,2 9:45 - 10:40,CSE2266,RS03
Tuesday,5 12:35 - 1:25,CSE2279,RS03
Tuesday,6 1:25 - 2:20,CSE3515,RS03
Tuesday,7 2:30 - 3:25,CSE2269,RS03
Tuesday,8 3:25 - 4:15,CSE3513,RS03
Wednesday,1 8:50 - 9:45,CSE2270,DSL03
Wednesday,3 10:50 - 11:45,CSE2264,RS03
Wednesday,7 2:30 - 3:25,CSE3515,RS03
Thursday,3 10:50 - 11:45,CSE2279,RS03
Thursday,5 12:35 - 1:25,APT4006,RS03
Thursday,7 2:30 - 3:25,CSE2506,LSL03
Friday,1 8:50 - 9:45,CSE2279,RS03
Friday,3 10:50 - 11:45,CSE2505,RS03
Friday,5 12:35 - 1:25,CSE2269,RS03
Friday,6 1:25 - 2:20,CSE2266,RS03
Monday,1 8:50 - 9:45,CSE2269,RS04
Monday,2 9:45 - 10:40,CSE3515,RS04
Monday,3 10:50 - 11:45,CSE3513,RS04
Monday,7 2:30 - 3:25,CSE2279,RS04
Monday,8 3:25 - 4:15,CSE2266,RS04
Tuesday,1 8:50 - 9:45,CSE2506,LSL03
Tuesday,3 10:50 - 11:45,CSE3513,RS04
Tuesday,5 12:35 - 1:25,CSE2279,RS04
Tuesday,6 1:25 - 2:20,CSE2505,RS04
Tuesday,7 2:30 - 3:25,CSE2264,RS04
Tuesday,8 3:25 - 4:15,CSE2269,RS04
Wednesday,1 8:50 - 9:45,CSE2264,RS04
Wednesday,2 9:45 - 10:40,CSE2505,RS04
Wednesday,5 12:35 - 1:25,CSE2506,LSL03
Wednesday,7 2:30 - 3:25,CSE2279,RS04
Thursday,1 8:50 - 9:45,CSE2266,RS04
Thursday,2 9:45 - 10:40,CSE2269,RS04
Friday,1 8:50 - 9:45,CSE3515,RS04
Friday,2 9:45 - 10:40,CSE2264,RS04
Friday,3 10:50 - 11:45,CSE2266,RS04
Friday,7 2:30 - 3:25,APT4006,RS04
Monday,1 8:50 - 9:45,CSE2279,QS04
Monday,2 9:45 - 10:40,CSE3513,QS04
Monday,5 12:35 - 1:25,CSE2266,QS04
Monday,6 1:25 - 2:20,CSE2264,QS04
Tuesday,1 8:50 - 9:45,APT4006,QS04
Tuesday,3 10:50 - 11:45,CSE2279,QS04
Tuesday,5 12:35 - 1:25,CSE2266,QS04
Tuesday,6 1:25 - 2:20,CSE3515,QS04
Tuesday,7 2:30 - 3:25,CSE2506,LSL03
Wednesday,1 8:50 - 9:45,CSE3515,QS04
Wednesday,2 9:45 - 10:40,CSE2266,QS04
Wednesday,3 10:50 - 11:45,CSE2264,QS04
Wednesday,7 2:30 - 3:25,CSE2269,QS04
Thursday,1 8:50 - 9:45,CSE2505,QS04
Thursday,2 9:45 - 10:40,CSE3513,QS04
Thursday,3 10:50 - 11:45,CSE2269,QS04
Thursday,5 12:35 - 1:25,CSE2264,QS04
Thursday,6 1:25 - 2:20,CSE2279,QS04
Friday,1 8:50 - 9:45,CSE2505,QS04
Friday,2 9:45 - 10:40,CSE2269,QS04
Friday,5 12:35 - 1:25,CSE2270,DFL04
Friday,7 2:30 - 3:25,CSE2506,LSL03
Monday,3 10:50 - 11:45,CSE3515,QS04
Monday,5 12:35 - 1:25,CSE2506,LSL03
Monday,7 2:30 - 3:25,APT4006,QS04
Tuesday,1 8:50 - 9:45,CSE2505,RS04
Tuesday,2 9:45 - 10:40,CSE2266,RS04
Tuesday,3 10:50 - 11:45,CSE2264,RS03
Tuesday,5 12:35 - 1:25,CSE2270,DSL05
Wednesday,1 8:50 - 9:45,CSE2264,RS03
Wednesday,2 9:45 - 10:40,CSE2279,RS03
Wednesday,3 10:50 - 11:45,CSE2269,RS04
Wednesday,5 12:35 - 1:25,CSE3515,RS03
Wednesday,6 1:25 - 2:20,CSE2266,QS04
Thursday,1 8:50 - 9:45,CSE2269,RS03
Thursday,2 9:45 - 10:40,CSE2264,RS03
Thursday,3 10:50 - 11:45,CSE3513,RS04
Thursday,5 12:35 - 1:25,CSE2506,LSL03
Thursday,7 2:30 - 3:25,CSE2279,RS03
Thursday,8 3:25 - 4:15,CSE2505,RS04
Friday,2 9:45 - 10:40,CSE2279,RS03
Friday,3 10:50 - 11:45,CSE3513,QS04
Friday,7 2:30 - 3:25,CSE2266,QS04
Friday,8 3:25 - 4:15,CSE2269,RS03
Monday,1 8:50 - 9:45,CBC2000,QF03
Monday,2 9:45 - 10:40,CSD3413,QF03
Monday,3 10:50 - 11:45,CSD2002,QF03
Monday,4 11:45 - 12:35,CSD2004,QF03
Monday,6 1:25 - 2:20,CSE2260,QF03
Monday,7 2:30 - 3:25,CSD2017,QF03
Monday,8 3:25 - 4:15,CSE2258,QF03
Tuesday,1 8:50 - 9:45,CSE2260,QF03
Tuesday,2 9:45 - 10:40,CSD2002,QF03
Tuesday,3 10:50 - 11:45,CSD3424,QF03
Tuesday,4 11:45 - 12:35,CBC2000,QF03
Tuesday,6 1:25 - 2:20,CSD2017,QF03
Tuesday,7 2:30 - 3:25,CSE2261,LGL02
Wednesday,2 9:45 - 10:40,CBC2000,QF03
Wednesday,3 10:50 - 11:45,APT4006,QF03
Thursday,1 8:50 - 9:45,CSE2258,QF03
Thursday,2 9:45 - 10:40,CSD2004,QF03
Thursday,6 1:25 - 2:20,CSD2017,QF03
Thursday,7 2:30 - 3:25,CSD3424,QF03
Thursday,8 3:25 - 4:15,CSD3413,QF03
Friday,1 8:50 - 9:45,CSD2002,QF03
Friday,2 9:45 - 10:40,CSE2258,QF03
Friday,6 1:25 - 2:20,CSD3424,QF03
Friday,7 2:30 - 3:25,CSD2004,QF03
Friday,8 3:25 - 4:15,CSE2260,QF03
Monday,1 8:50 - 9:45,CSD3424,QF04
Monday,2 9:45 - 10:40,CSD2004,QF04
Monday,7 2:30 - 3:25,CSE2261,LGL03
Tuesday,1 8:50 - 9:45,CSD2017,QF04
Tuesday,2 9:45 - 10:40,CSE2260,QF04
Tuesday,3 10:50 - 11:45,CSE2258,QF04
Tuesday,4 11:45 - 12:35,CSD2004,QF04
Tuesday,7 2:30 - 3:25,CBC2000,QF04
Tuesday,8 3:25 - 4:15,CSD2002,QF04
Wednesday,1 8:50 - 9:45,CSD3413,QF04
Wednesday,2 9:45 - 10:40,CSD2002,QF04
Wednesday,3 10:50 - 11:45,CSE2259,LFL05
Wednesday,6 1:25 - 2:20,CSD2004,QF04
Thursday,1 8:50 - 9:45,CSE2260,QF04
Thursday,2 9:45 - 10:40,CSD2002,QF04
Thursday,3 10:50 - 11:45,CSD3424,QF04
Thursday,4 11:45 - 12:35,CSD2017,QF04
Thursday,6 1:25 - 2:20,CSE2258,QF04
Thursday,7 2:30 - 3:25,CBC2000,QF04
Thursday,8 3:25 - 4:15,CSD3413,QF04
Friday,1 8:50 - 9:45,CSD2017,QF04
Friday,2 9:45 - 10:40,CSE2260,QF04
Friday,3 10:50 - 11:45,APT4006,QF04
Friday,6 1:25 - 2:20,CBC2000,QF04
Friday,7 2:30 - 3:25,CSD3424,QF04
Friday,8 3:25 - 4:15,CSE2258,QF04
Monday,1 8:50 - 9:45,CSD2002,RF04
Monday,2 9:45 - 10:40,CSE2258,RF04
Monday,3 10:50 - 11:45,APT4006,RF04
Monday,6 1:25 - 2:20,CBC2000,RF04
Monday,7 2:30 - 3:25,CSD2004,RF04
Monday,8 3:25 - 4:15,CSD3424,RF04
Tuesday,1 8:50 - 9:45,CSD3424,RF04
Tuesday,2 9:45 - 10:40,CSD2002,RF04
Tuesday,6 1:25 - 2:20,CSE2260,RF04
Tuesday,7 2:30 - 3:25,CSD2004,RF04
Tuesday,8 3:25 - 4:15,CSD2017,RF04
Wednesday,1 8:50 - 9:45,CSD3413,RF04
Wednesday,3 10:50 - 11:45,CSE2260,RF04
Wednesday,4 11:45 - 12:35,CSD2017,RF04
Wednesday,6 1:25 - 2:20,CBC2000,RF04
Thursday,1 8:50 - 9:45,CSE2258,RF04
Thursday,2 9:45 - 10:40,CBC2000,RF04
Thursday,3 10:50 - 11:45,CSE2261,LGL04
Thursday,7 2:30 - 3:25,CSE2260,RF04
Thursday,8 3:25 - 4:15,CSD2017,RF04
Friday,1 8:50 - 9:45,CSE2259,LFL04
Friday,3 10:50 - 11:45,CSD3424,RF04
Friday,4 11:45 - 12:35,CSD2004,RF04
Friday,6 1:25 - 2:20,CSE2258,RF04
Friday,7 2:30 - 3:25,CSD2002,RF04
Friday,8 3:25 - 4:15,CSD3413,RF04
Monday,1 8:50 - 9:45,CSE2259,LSL05
Monday,3 10:50 - 11:45,CSD2007,QF04
Monday,5 12:35 - 1:25,CSE2266,QS02
Monday,6 1:25 - 2:20,CCS2503,QF04
Monday,7 2:30 - 3:25,CSE2506,LSL03
Tuesday,1 8:50 - 9:45,CSE2264,QS02
Tuesday,2 9:45 - 10:40,CCS2503,QS02
Tuesday,3 10:50 - 11:45,CSD2007,RF04
Tuesday,5 12:35 - 1:25,CSE2266,QS02
Tuesday,6 1:25 - 2:20,CSE2505,QF04
Tuesday,7 2:30 - 3:25,CSE2258,QF03
Wednesday,1 8:50 - 9:45,CBC2000,QF03
Wednesday,2 9:45 - 10:40,CCS2503,RF04
Wednesday,3 10:50 - 11:45,CSE2264,QF04
Wednesday,5 12:35 - 1:25,APT4006,QF03
Thursday,1 8:50 - 9:45,CSE2506,LSL03
Thursday,3 10:50 - 11:45,CSD2007,QF03
Thursday,5 12:35 - 1:25,CBC2000,QF03
Thursday,6 1:25 - 2:20,CSE2258,RF04
Thursday,7 2:30 - 3:25,CSE2266,QS02
Thursday,8 3:25 - 4:15,CSE2505,QS02
Friday,1 8:50 - 9:45,CBC2000,RF04
Friday,2 9:45 - 10:40,CSE2258,RF04
Friday,3 10:50 - 11:45,CSE2264,QF03
Monday,1 8:50 - 9:45,IST2001,QT04
Monday,2 9:45 - 10:40,CSN2503,QT04
Monday,3 10:50 - 11:45,CCS2503,QT04
Monday,5 12:35 - 1:25,CSE2259,LSL05
Monday,7 2:30 - 3:25,CSE2264,QT04
Tuesday,1 8:50 - 9:45,IST2001,QT04
Tuesday,2 9:45 - 10:40,CCS2503,QT04
Tuesday,5 12:35 - 1:25,CSE2258,QT04
Tuesday,6 1:25 - 2:20,CSN2500,QT04
Tuesday,7 2:30 - 3:25,CSE2264,QT04
Wednesday,1 8:50 - 9:45,CSE2258,QT04
Wednesday,2 9:45 - 10:40,CSN2504,QT04
Thursday,1 8:50 - 9:45,IST2001,QT04
Thursday,2 9:45 - 10:40,CSN2503,QT04
Thursday,3 10:50 - 11:45,CSN2504,QT04
Thursday,5 12:35 - 1:25,APT4006,QT04
Thursday,7 2:30 - 3:25,CSE2264,QT04
Friday,2 9:45 - 10:40,CSN2504,QT04
Friday,3 10:50 - 11:45,CSN2503,QT04
Friday,5 12:35 - 1:25,CCS2503,QT04
Friday,6 1:25 - 2:20,CSE2258,QT04
Friday,7 2:30 - 3:25,CSN2500,QT04
Monday,3 10:50 - 11:45,CCS2506,PS04
Monday,5 12:35 - 1:25,CSE2502,PS04
Tuesday,5 12:35 - 1:25,APT4006,PS04
Tuesday,7 2:30 - 3:25,CAI3400,PS04
Tuesday,8 3:25 - 4:15,CSE2272,PS04
Wednesday,2 9:45 - 10:40,CSE2272,PS04
Thursday,2 9:45 - 10:40,CSE2502,PS04
Thursday,5 12:35 - 1:25,CSE2273,LGL01
Thursday,7 2:30 - 3:25,CCS2506,PS04
Friday,2 9:45 - 10:40,CCS2506,PS04
Friday,7 2:30 - 3:25,CSE2502,PS04
Friday,8 3:25 - 4:15,CAI3400,PS04
Monday,3 10:50 - 11:45,CSE2502,NT01
Monday,8 3:25 - 4:15,CCS2506,NT01
Tuesday,3 10:50 - 11:45,CAI3400,DE1
Tuesday,5 12:35 - 1:25,CSE2273,LGL01
Wednesday,5 12:35 - 1:25,CAI3400,DE1
Wednesday,6 1:25 - 2:20,CSE2502,NT01
Thursday,1 8:50 - 9:45,APT4006,NT01
Thursday,3 10:50 - 11:45,CCS2506,NT01
Thursday,6 1:25 - 2:20,CSE2272,NT01
Friday,1 8:50 - 9:45,CSE2272,NT01
Friday,3 10:50 - 11:45,CSE2502,NT01
Friday,7 2:30 - 3:25,CCS2506,NT01
Monday,1 8:50 - 9:45,CSE2273,LGL01
Monday,6 1:25 - 2:20,CCS2506,QT04
Monday,7 2:30 - 3:25,APT4006,PS04
Tuesday,5 12:35 - 1:25,CSE2502,NT01
Tuesday,8 3:25 - 4:15,CCS2506,NT01
Wednesday,2 9:45 - 10:40,CSE2272,NT01
Thursday,3 10:50 - 11:45,CSE2272,PS04
Thursday,5 12:35 - 1:25,CSE2502,PS04
Friday,1 8:50 - 9:45,CSE2502,QT04
Friday,5 12:35 - 1:25,CCS2506,NT01
Monday,3 10:50 - 11:45,CCS2503,DE2
Tuesday,1 8:50 - 9:45,CSE2259,LGL03
Wednesday,1 8:50 - 9:45,CSE2506,LSL02
Wednesday,3 10:50 - 11:45,CCS2503,DE2
Thursday,1 8:50 - 9:45,CCS2503,DE2
Friday,1 8:50 - 9:45,CSE2506,LSL02
Tuesday,5 12:35 - 1:25,CSE2506,LSL02
Friday,5 12:35 - 1:25,CSE2506,LSL02
